"ID","아파트명","지번주소","세대수","임대수","동수","용적률","건폐율","주차대수"
"114221","남광(1131-11)","서울 강서구 화곡동 1131-11",11,0,1,299,59,11
"110889","남광(917-5)","서울 강서구 화곡동 917-5",56,0,2,391,58,56
"116422","남광(920-15)","서울 강서구 화곡동 920-15",84,0,1,588,56,68
"107045","남광쉐르빌","서울 은평구 응암동 88-16",5,0,1,278,59,5
"108012","남광쉐르빌(도시형)","서울 강서구 화곡동 923-10",28,0,1,413,59,12
"129768","남광타운(도시형)","서울 중랑구 중화동 413-8",15,0,1,241,41,12
"135503","남광하이빌(도시형)","서울 강북구 수유동 472-85",36,0,4,0,0,47
"772","남산대림","서울 용산구 이태원동 729",400,0,16,106,47,500
"113339","남산더힐","서울 중구 신당동 420-17",32,0,2,337,59,20
"101771","남산롯데캐슬아이리스","서울 중구 회현동1가 208",386,0,2,963,49,861
"11151","남산맨션","서울 용산구 한남동 726-74",138,0,1,227,0,0
"24911","남산센트럴자이","서울 중구 충무로4가 306",273,0,2,987,52,536
"129442","남산애지앙","서울 용산구 후암동 1-10",18,0,1,233,57,21
"17543","남산정은스카이","서울 중구 신당동 366-126",102,0,1,286,34,242
"3833","남산타운","서울 중구 신당동 844",5150,2034,42,231,22,4329
"27814","남산트라팰리스","서울 중구 남대문로5가 827",136,0,1,999,47,587
"26373","남산퍼시픽","서울 중구 남산동2가 42",14,0,1,214,47,14
"109440","남산포레스트하우스","서울 중구 신당동 432-1666",9,0,1,199,59,27
"24785","남산프라임","서울 중구 신당동 432-1632",30,0,2,0,0,32
"16355","남산힐레지던스","서울 용산구 이태원동 102-12",15,0,1,0,0,0
"3792","남서울","서울 영등포구 신길동 3583",518,0,13,0,0,518
"104347","남서울힐스테이트","서울 금천구 시흥동 1026",1764,0,19,249,14,2270
"11343","남성골든빌","서울 동작구 사당동 212-3",19,0,2,229,53,26
"702","남성맨션","서울 영등포구 문래동2가 35",390,0,2,184,0,390
"127912","남성아트빌(도시형)","서울 강서구 공항동 61-89",25,0,2,199,57,17
"1162","남양","서울 서대문구 홍제동 457",192,0,3,385,23,255
"25191","남양","서울 동작구 사당동 278-8",19,0,1,199,47,27
"108335","남영시티빌","서울 양천구 신월동 488-3",18,0,1,292,34,24
"13852","남청파인힐","서울 중랑구 면목동 1526",56,0,1,239,32,61
"3463","남청파인힐","서울 은평구 응암동 742-3",86,0,1,302,29,70
"9918","남청파인힐","서울 노원구 공릉동 379-5",49,0,1,299,34,49
"11769","남촌","서울 강서구 화곡동 914-10",9,0,1,315,59,5
"108078","남촌홈타운","서울 구로구 구로동 730-2",19,0,1,282,58,15
"3819","남해그린힐","서울 은평구 불광동 632",100,0,1,288,30,100
"9069","남해오네뜨","서울 동작구 사당동 1143",131,0,1,385,39,137
"122825","남현그린","서울 동작구 상도동 210-250",11,0,1,305,59,11
"14476","남현그린","서울 관악구 남현동 602-146",15,0,1,0,0,18
"13857","남현한일유앤아이","서울 관악구 남현동 1136",170,0,3,205,27,208
"25478","남현한일유앤아이2차","서울 관악구 남현동 1077-1",40,0,1,229,52,45
"105212","남현현대아이","서울 관악구 남현동 1054-42",14,0,1,265,57,15
"9929","남현흥화브라운빌","서울 관악구 남현동 1132",88,0,2,266,31,112
"22762","내발산우신웨스트빌","서울 강서구 내발산동 733",49,0,1,0,0,70
"106085","내이처해밀(도시형)","서울 영등포구 영등포동1가 145",149,0,1,398,44,19
"25178","내츄럴1차","서울 강서구 내발산동 695",19,0,1,229,46,0
"25177","내츄럴2차","서울 강서구 내발산동 696-2",19,0,1,225,40,22
"25656","내츄럴3차","서울 강서구 내발산동 688-21",62,0,1,425,58,0
"109570","내츄럴4차","서울 강서구 내발산동 687-27",18,0,1,187,50,18
"100759","네르비","서울 은평구 증산동 161-8",17,0,1,266,55,16
"16462","네스빌","서울 강남구 역삼동 728-10",9,0,1,187,45,20
"105317","네스코","서울 서초구 방배동 956-8",18,0,1,294,51,23
"135903","네스코로와","서울 관악구 남현동 1061-13",28,28,1,499,59,38
"13309","네스코뮤즈빌","서울 서초구 방배동 971-8",29,0,2,0,0,43
"15645","네스코뮤즈빌","서울 관악구 남현동 602-216",15,0,1,256,58,25
"121166","네스코승방","서울 관악구 남현동 602-54",16,0,1,359,57,16
"120803","네스코시티","서울 관악구 남현동 602-45",16,0,1,337,57,8
"105839","네오블로썸","서울 강남구 삼성동 42-4",12,0,1,196,41,21
"113955","네오빌","서울 동대문구 장안동 339-7",19,0,1,231,40,25
"114437","네오빌(도시형)","서울 동작구 대방동 410-4",10,0,1,199,56,8
"126412","네오하임(도시형)","서울 영등포구 양평동1가 120-14",10,0,1,283,59,5
"112358","넥서스빌","서울 서대문구 홍은동 277-60",17,0,1,251,43,33
"122520","넥서스빌2차","서울 서대문구 홍은동 277-69",6,0,1,228,43,13
"122761","넥스젠하우스(도시형)","서울 도봉구 창동 661-1",20,0,1,411,58,4
"127501","넥스트플래닛(도시형)","서울 광진구 중곡동 241-15",20,0,1,199,56,9
"123685","노들리안3","서울 관악구 봉천동 1667-13",1,0,1,408,52,0
"123686","노들리안3(도시형)","서울 관악구 봉천동 1667-13",21,0,1,408,52,11
"16336","노들맨션","서울 용산구 이촌동 302-45",18,0,1,0,0,30
"3279","노량진맨션","서울 동작구 노량진동 227-5",49,0,1,124,0,50
"124849","노량진큐브스테이트(도시형)","서울 동작구 노량진동 267-6",18,0,1,435,48,15
"127798","노마즈하우스(도시형)","서울 동대문구 전농동 558-10",24,0,1,196,59,7
"100761","노바","서울 강동구 둔촌동 61-9",12,0,1,223,44,10
"9529","노보빌","서울 송파구 송파동 180-7",19,0,1,280,34,50
"103693","노블레스","서울 관악구 봉천동 905-10",19,0,1,292,51,20
"106794","노블레스","서울 서대문구 창천동 416",19,0,1,295,57,19
"11055","노블레스","서울 서초구 잠원동 59-12",19,0,1,299,36,38
"18397","노블레스","서울 강동구 길동 383-8",19,0,1,0,0,0
"26413","노블레스","서울 강서구 염창동 266-3",18,0,1,249,37,20
"101547","노블레스(249-12)","서울 마포구 연남동 249-12",12,0,1,299,57,14
"113878","노블레스2","서울 중구 신당동 432-1653",18,0,1,245,59,20
"104358","노블레스2차","서울 강서구 염창동 267-4",19,0,1,249,33,21
"126164","노블레스3","서울 강서구 염창동 267-15",8,0,1,248,39,11
"111012","노블레스빌","서울 종로구 평창동 155-1",14,0,1,232,39,27
"23645","노블레스빌(246-1)","서울 마포구 연남동 246-1",12,0,1,294,59,13
"101546","노블레스빌(249-1)","서울 마포구 연남동 249-1",12,0,1,298,57,14
"101545","노블레스빌(249-3)","서울 마포구 연남동 249-3",10,0,1,290,52,12
"23150","노블레스카운티","서울 송파구 오금동 4-7",17,0,1,295,40,0
"119367","노블레스클래식(도시형)","서울 성북구 삼선동5가 298-7",20,0,1,762,59,11
"102981","노블레스트","서울 송파구 가락동 128-19",16,0,2,230,59,16
"14244","노블레스트","서울 강동구 성내동 542",18,0,1,299,52,26
"128349","노블레스하우스","서울 중구 신당동 290-67",18,0,1,199,57,22
"111846","노블리스","서울 광진구 구의동 57-4",10,0,1,249,56,14
"125341","노블리안","서울 구로구 구로동 1289",98,0,1,245,25,124
"22986","노블리움","서울 동작구 상도1동 466",14,0,1,295,59,14
"120588","노블리움Ⅱ","서울 동작구 상도1동 441-5",11,0,1,291,59,12
"24263","노블스위트","서울 강남구 역삼동 747",19,0,1,297,56,27
"101859","노블스카이","서울 광진구 자양동 769-1",18,0,1,249,54,19
"104650","노블스톤","서울 관악구 남현동 1072-50",10,0,1,251,51,13
"121238","노블씨티","서울 서초구 방배동 802-8",10,0,1,193,50,21
"110112","노블에비뉴(도시형)","서울 마포구 성산동 668",70,0,3,199,44,49
"115537","노블에스테이트(도시형)","서울 금천구 독산동 974-1",15,0,1,349,52,11
"100490","노블캐슬","서울 용산구 동빙고동 310-10",14,0,1,199,40,34
"26112","노블테라스","서울 강남구 삼성동 36-12",10,0,1,263,59,25
"122410","노블하우스","서울 서초구 양재동 325-1",15,0,1,277,59,13
"109851","노블하우스3차","서울 서초구 방배동 803-8",18,0,1,264,50,50
"26253","노블하임","서울 서초구 방배동 807-5",19,0,1,227,31,63
"113418","노블힐스","서울 서초구 방배동 593-45",11,0,1,283,58,17
"11063","노빌리티빌리지","서울 강남구 대치동 1017-1",14,0,1,254,41,29
"22319","노아아크빌","서울 마포구 망원동 471-3",19,0,1,225,37,27
"26658","노원아이파크","서울 노원구 상계동 1318",124,0,1,358,68,179
"1102","노원우성","서울 노원구 상계동 1251",137,0,2,262,25,87
"107067","노원프레미어스엠코","서울 노원구 공릉동 670-20",234,0,2,587,59,340
"1098","노원현대","서울 노원구 상계동 359",259,0,4,195,22,233
"104927","녹번역센트레빌","서울 은평구 응암동 762",350,60,6,244,20,427
"119275","녹번역e편한세상캐슬","서울 은평구 응암동 36",2569,390,32,240,20,2930
"10782","녹번현대2차","서울 은평구 녹번동 278-1",192,0,2,269,27,266
"8830","녹번JR","서울 은평구 녹번동 280-1",341,0,5,342,30,316
"512","녹원한신","서울 서초구 잠원동 60-7",240,0,2,258,22,246
"11185","녹주","서울 노원구 공릉동 750",40,0,1,299,35,0
"110793","녹천역두산위브","서울 노원구 월계동 950",326,56,10,168,33,360
"104277","논현대우멤버스카운티","서울 강남구 논현동 30-2",19,0,1,149,46,38
"138264","논현더라움","서울 강남구 논현동 242-45",16,0,1,230,49,8
"8936","논현동부센트레빌","서울 강남구 논현동 275",160,0,4,298,20,239
"8971","논현동양파라곤","서울 강남구 논현동 245",203,0,4,264,22,572
"9765","논현두산위브1단지","서울 강남구 논현동 252-1",130,0,2,226,27,174
"101321","논현두산위브2단지","서울 강남구 논현동 258",136,0,2,244,28,176
"106971","논현라폴리움","서울 강남구 논현동 252",18,0,1,185,27,72
"108089","논현멤버스카운티","서울 강남구 논현동 24",11,0,1,149,44,19
"10727","논현베르빌","서울 강남구 논현동 214-2",65,0,1,270,34,121
"102760","논현브라운스톤로얄스위트","서울 강남구 논현동 43-3",19,0,1,202,43,43
"127488","논현빌라트","서울 강남구 논현동 102-9",10,0,1,264,59,8
"18","논현신동아파밀리에","서울 강남구 논현동 22",644,0,6,245,26,684
"121973","논현아이파크","서울 강남구 논현동 225-6",99,0,1,359,51,0
"121579","논현아테나니케","서울 강남구 논현동 28-17",12,0,1,149,41,19
"13165","논현아트빌","서울 강남구 논현동 215-14",11,0,1,242,49,14
"26416","논현아펠바움1차","서울 강남구 논현동 250",38,0,4,0,0,74
"103939","논현아펠바움2차","서울 강남구 논현동 260",38,0,3,0,0,144
"22828","논현월드메르디앙","서울 강남구 논현동 212-13",82,0,1,236,27,107
"27822","논현웰스톤","서울 강남구 논현동 108",38,0,1,296,59,91
"105512","논현인텔리전트하우스","서울 강남구 논현동 9-2",19,0,1,226,52,8
"109991","논현테크노빌","서울 강남구 논현동 266-21",10,0,2,149,53,18
"137945","논현파크빌(도시형)","서울 강남구 논현동 122-17",27,0,1,194,49,9
"126259","논현팰리스(도시형)","서울 강남구 논현동 187-7",39,39,2,199,56,20
"100691","논현프라임(192-3)","서울 강남구 논현동 192-3",19,0,1,255,43,34
"9618","논현한가람","서울 강남구 논현동 105-3",32,0,1,235,32,43
"11616","논현한진로즈힐","서울 강남구 논현동 105-4",81,0,2,222,30,124
"18195","논현한화꿈에그린","서울 강남구 논현동 205-2",70,0,2,250,58,70
"22571","논현한화꿈에그린2차","서울 강남구 논현동 194-23",46,0,1,246,52,0
"128649","논현힐스빌5차","서울 강남구 논현동 32-4",7,0,1,149,39,20
"122670","논현힐스빌6차","서울 강남구 논현동 32-3",4,0,1,149,40,11
"14671","논현e-편한세상","서울 강남구 논현동 195-1",63,0,1,249,26,95
"16937","누리빌","서울 서초구 양재동 385-11",10,0,1,277,57,11
"112030","누리애","서울 양천구 신월동 410-10",18,0,1,199,27,18
"109904","뉴그린","서울 관악구 봉천동 1598-49",44,0,1,213,34,0
"114523","뉴그린","서울 중구 신당동 67-129",12,0,1,199,56,12
"105820","뉴마인","서울 마포구 신공덕동 5-5",19,0,1,198,39,19
"8855","뉴목동","서울 양천구 신정동 1052-29",19,0,1,299,30,24
"137507","뉴삼성","서울 서초구 서초동 1512-1",8,0,1,222,59,11
"1051","뉴서울","서울 관악구 신림동 739",120,0,2,94,18,0
"11405","뉴서울","서울 마포구 망원동 412-19",14,0,1,225,53,13
"13275","뉴서울","서울 은평구 신사동 277-19",40,0,3,0,0,39
"781","뉴신사신성","서울 은평구 신사동 356",167,0,2,229,20,113
"13518","뉴엠","서울 강남구 역삼동 635-9",8,0,1,259,59,17
"104548","뉴월드","서울 은평구 신사동 338-7",19,0,1,239,49,19
"135409","뉴월드","서울 은평구 신사동 226-5",12,0,1,255,59,12
"23221","뉴월드","서울 은평구 응암동 403-32",69,0,4,0,0,70
"108516","뉴월드(105동)","서울 은평구 응암동 402-42",17,0,1,199,40,15
"101801","뉴월드빌","서울 은평구 구산동 16-28",14,0,1,241,36,15
"121889","뉴월드애필리움","서울 은평구 응암동 599-15",12,0,1,385,55,8
"107918","뉴캐슬","서울 서초구 방배동 971-1",19,0,1,249,53,20
"14346","뉴캐슬","서울 은평구 역촌동 63-16",19,0,1,0,0,35
"117336","뉴캐슬(도시형)","서울 은평구 응암동 601-24",24,0,1,360,59,8
"133489","뉴캐슬(도시형)","서울 은평구 대조동 9-29",28,0,1,576,55,2
"106968","뉴캐슬하우스","서울 용산구 한남동 684-82",17,0,1,210,56,17
"103463","뉴타운","서울 관악구 남현동 602-329",32,0,2,0,0,35
"113373","뉴타운","서울 송파구 마천동 197-9",8,0,1,288,54,8
"11800","뉴타운","서울 양천구 신정동 952-1",18,0,1,278,47,13
"26881","뉴타운","서울 성동구 하왕십리동 887-2",19,0,1,258,53,23
"104186","뉴파인","서울 강서구 화곡동 400-42",18,0,1,244,41,21
"105709","뉴파인","서울 구로구 궁동 236-4",18,0,1,199,44,18
"108804","뉴파크팰리스","서울 송파구 문정동 128-10",18,0,1,272,59,18
"106043","뉴파크플러스","서울 송파구 방이동 107-18",19,0,1,224,49,19
"27218","뉴파크플러스","서울 관악구 봉천동 1608-27",15,0,1,196,43,15
"102484","뉴현대","서울 서초구 양재동 292",14,0,1,289,46,13
"109797","뉴현대","서울 강남구 신사동 550-5",10,0,1,247,57,13
"13418","뉴현대리버빌","서울 강남구 청담동 130-10",15,0,1,313,42,26
"118254","뉴현대파크빌","서울 강남구 개포동 1164-30",10,0,1,231,49,10
"19025","뉴홍현","서울 동작구 신대방동 344-179",19,0,1,174,40,22
"9986","뉴홍현솔레디움","서울 구로구 구로동 1270",109,0,1,295,23,128
"16392","뉴후암","서울 용산구 후암동 426",29,0,1,0,0,0
"12910","뉴SK","서울 양천구 신월동 45-1",24,0,1,352,59,22
"103781","늘봄","서울 중랑구 묵동 168-4",18,0,1,282,59,24
"24621","늘조은","서울 강동구 성내동 244-8",28,0,1,342,59,22
"100741","늘푸른","서울 구로구 구로동 110-11",24,0,1,697,59,61
"101188","늘푸른","서울 영등포구 대림동 974-1",19,0,1,199,49,22
"105424","늘푸른","서울 관악구 봉천동 916-22",27,0,1,336,56,28
"109849","늘푸른","서울 관악구 신림동 569-5",12,0,1,199,39,12
"114210","늘푸른","서울 서대문구 북아현동 123-73",11,0,1,275,57,11
"26478","늘푸른","서울 강동구 천호동 52-16",19,0,1,248,48,19
"120142","늘푸른3차","서울 관악구 봉천동 1690-168",19,0,1,218,45,20
"106004","늘푸른5차","서울 관악구 봉천동 1690-171",19,0,1,196,39,21
"16452","닛시빌라트","서울 강남구 신사동 634-14",19,0,1,296,51,32
"17002","다강리버빌","서울 광진구 광장동 137",9,0,1,379,51,15
"129727","다경하이빌","서울 강북구 수유동 177-2",14,0,1,245,46,14
"103001","다다유크레스","서울 중구 신당동 372-66",12,0,1,221,41,11
"104251","다담센트빌","서울 강서구 화곡동 343-41",14,0,1,430,58,7
"132768","다미안1차(도시형)","서울 구로구 고척동 344",35,0,3,183,49,25
"132770","다미안2차(도시형)","서울 구로구 고척동 165",25,0,2,175,48,19
"132771","다미안3차(도시형)","서울 구로구 고척동 347",59,0,2,199,49,47
"105426","다빈치(도시형)","서울 영등포구 당산동 121-111",32,0,1,392,57,9
"128195","다빈치힐(도시형)","서울 송파구 오금동 130",65,0,1,249,49,45
"107470","다성","서울 중랑구 망우동 508-27",8,0,1,241,59,8
"9487","다성리버빌","서울 강동구 암사동 441-1",23,0,1,284,27,26
"130614","다성리치빌","서울 송파구 석촌동 77-7",19,0,1,226,50,22
"11364","다성시티(358-4)","서울 강동구 천호동 358-4",49,0,1,249,28,58
"15259","다성시티1차","서울 강동구 명일동 351-5",19,0,1,299,53,20
"111017","다성씨티(340-6)","서울 강동구 천호동 340-6",19,0,1,233,53,20
"18094","다성씨티(53-9)","서울 강동구 천호동 53-9",31,0,1,247,35,34
"118713","다성이즈빌","서울 강동구 천호동 320",96,0,1,199,41,95
"122521","다성이즈빌","서울 송파구 오금동 119-5",19,0,1,269,46,21
"18565","다성이즈빌","서울 강동구 명일동 346-10",26,0,2,247,44,28
"115096","다성이즈빌(121-32)","서울 강동구 천호동 121-32",27,0,1,199,42,24
"122813","다성이즈빌(163-5,도시형)","서울 강동구 천호동 163-5",20,0,1,399,56,10
"127489","다성이즈빌(166-59,도시형)","서울 강동구 천호동 166-59",20,0,1,397,57,10
"123019","다성이즈빌(167-102,도시형)","서울 강동구 천호동 167-102",20,0,1,399,58,10
"118119","다성이즈빌(167-153,도시형)","서울 강동구 천호동 167-153",20,0,1,391,57,13
"120164","다성이즈빌(167-17)","서울 강동구 천호동 167-17",20,0,1,399,54,0
"118263","다성이즈빌(167-2,도시형)","서울 강동구 천호동 167-2",20,0,1,399,30,20
"129723","다성이즈빌(167-57,도시형)","서울 강동구 천호동 167-57",20,0,1,399,55,10
"120213","다성이즈빌(167-97)","서울 강동구 천호동 167-97",20,0,1,399,58,12
"126977","다성이즈빌(169-6,도시형)","서울 강동구 천호동 169-6",20,0,1,399,56,12
"113556","다성이즈빌(169-9,도시형)","서울 강동구 천호동 169-9",20,0,1,399,57,10
"103296","다성이즈빌(324-6)","서울 강동구 길동 324-6",13,0,1,215,36,15
"104140","다성이즈빌(348-4)","서울 강동구 길동 348-4",28,0,1,235,46,33
"102878","다성이즈빌(357-7)","서울 강동구 길동 357-7",18,0,1,249,48,33
"21949","다성이즈빌(371-9)","서울 강동구 길동 371-9",47,0,1,249,35,52
"126215","다성이즈빌(387-2)","서울 강동구 길동 387-2",28,0,1,562,59,17
"124070","다성이즈빌(387-4)","서울 강동구 길동 387-4",50,0,1,499,57,32
"21812","다성이즈빌(388-4)","서울 강동구 길동 388-4",53,0,1,367,38,64
"111400","다성이즈빌(388-7)","서울 강동구 길동 388-7",55,0,1,498,49,40
"25654","다성이즈빌(423-64)","서울 강동구 성내동 423-64",14,0,1,199,45,14
"113483","다성이즈빌(434-13)","서울 강동구 성내동 434-13",43,0,1,249,41,32
"115883","다성이즈빌(437-22)","서울 강동구 천호동 437-22",18,0,1,299,55,22
"123434","다성이즈빌(456-4)","서울 강동구 길동 456-4",105,0,1,585,56,59
"111897","다성이즈빌(459-1)","서울 강동구 암사동 459-1",33,0,1,199,25,26
"105096","다성이즈빌(488-10)","서울 강동구 암사동 488-10",24,0,1,199,41,30
"105112","다성이즈빌(488-3)","서울 강동구 암사동 488-3",26,0,2,0,0,28
"110225","다성이즈빌(50-11)","서울 강동구 천호동 50-11",18,0,1,249,48,19
"119167","다성이즈빌(55-20,도시형)","서울 강동구 천호동 55-20",20,0,1,196,49,10
"27263","다성이즈빌(55-25)","서울 강동구 천호동 55-25",49,0,1,249,28,63
"119719","다성이즈빌(551-4,도시형)","서울 강동구 성내동 551-4",40,0,1,249,42,23
"104776","다성이즈빌(도시형)","서울 강동구 길동 349-1",96,0,1,249,41,31
"113959","다성이즈빌(도시형)","서울 동대문구 이문동 255-22",48,0,1,698,59,16
"127695","다성이즈빌(도시형)","서울 강동구 천호동 167-54",10,0,1,199,59,8
"100317","다성이즈빌명일4차","서울 강동구 명일동 348-1",19,0,1,238,50,21
"14252","다성이즈빌클래식","서울 송파구 오금동 75",19,0,1,287,50,43
"102973","다성이즈텔","서울 강동구 길동 416-3",23,0,1,537,44,28
"8577","다성파크뷰","서울 송파구 오금동 26-3",32,0,1,282,36,32
"102894","다성팰리스","서울 강동구 길동 358-3",19,0,1,213,51,19
"108116","다솔","서울 서초구 서초동 1471-3",12,0,1,239,47,14
"11794","다솔","서울 서초구 방배동 449-2",17,0,1,290,57,20
"25143","다솔","서울 양천구 목동 713-29",12,0,1,293,55,14
"121540","다솔씨티하임(도시형)","서울 강서구 가양동 250-2",16,0,1,249,50,10
"1266","다솜금호","서울 구로구 구로동 43-4",285,0,1,661,44,221
"118426","다숲","서울 구로구 오류동 68-6",12,0,1,243,45,10
"120646","다스하우스(도시형)","서울 동대문구 전농동 100-1",24,0,1,682,54,12
"23206","다오아트빌","서울 강동구 길동 383-7",29,0,1,299,33,29
"115330","다온","서울 동작구 상도동 256-28",28,0,1,199,55,27
"124294","다온쉐르빌","서울 중랑구 망우동 490-22",24,0,1,364,59,10
"121339","다온쉐르빌(도시형)","서울 구로구 구로동 1132-29",16,0,1,241,58,8
"125421","다온캐슬","서울 금천구 독산동 959-5",16,0,1,227,46,12
"135785","다온캐슬(도시형)","서울 양천구 목동 740-20",20,0,1,170,54,10
"121241","다온파크","서울 중랑구 상봉동 113-13",16,0,1,317,55,6
"136703","다올77(도시형)","서울 송파구 잠실동 249-14",10,0,1,348,59,5
"108618","다올노블리움","서울 중구 황학동 1744",17,0,2,0,0,13
"128205","다우","서울 강북구 번동 447-17",4,0,1,281,59,2
"26690","다우림","서울 송파구 마천동 30-2",19,0,1,399,48,22
"102276","다우림하우스","서울 강남구 삼성동 82-6",10,0,1,246,57,14
"25141","다우월드","서울 서초구 서초동 1357-44",17,0,1,267,52,19
"3504","다우탑스빌라트","서울 서초구 반포동 50-2",14,0,1,226,38,19
"122416","다우하임","서울 동대문구 장안동 344-2",28,0,1,607,58,22
"3851","다우훼밀리","서울 중랑구 신내동 796",152,0,1,359,27,165
"10557","다울","서울 강서구 등촌동 637-26",38,0,1,249,30,44
"108222","다울","서울 강서구 화곡동 1061-34",10,0,1,247,56,12
"112119","다울","서울 동작구 대방동 375-16",10,0,1,225,47,13
"117681","다울","서울 강서구 내발산동 675-10",18,0,1,199,36,18
"24220","다울","서울 영등포구 신길동 456-19",51,0,3,0,0,0
"25138","다울","서울 중랑구 면목동 178-50",57,0,3,0,0,73
"103516","다울숲","서울 구로구 구로동 1286",79,0,2,229,23,91
"13044","다울아크로빌","서울 강서구 내발산동 722-19",19,0,1,255,41,37
"16095","다울아크로빌7차","서울 성동구 행당동 347-4",19,0,1,176,38,32
"102192","다움샤인힐7차","서울 서초구 방배동 800-5",12,0,1,250,47,30
"107859","다원","서울 용산구 이태원동 254-10",10,0,1,189,41,21
"22992","다원","서울 서초구 양재동 340-8",12,0,1,299,58,12
"104295","다원(107-4)","서울 은평구 응암동 107-4",18,0,1,249,32,15
"119397","다원(122-7)","서울 은평구 응암동 122-7",6,0,1,391,59,6
"104371","다원그린","서울 은평구 신사동 39-11",12,0,1,298,54,13
"102231","다원그린빌","서울 구로구 구로동 685-154",19,0,1,269,59,44
"128862","다원빌","서울 은평구 응암동 577-37",4,0,1,360,50,2
"102490","다원애버니아","서울 강동구 둔촌동 490-3",19,0,1,266,45,22
"103437","다이너스티힐","서울 서초구 방배동 1-11",14,0,1,210,33,55
"123024","다이아포레","서울 도봉구 도봉동 634-6",16,0,1,237,49,11
"118703","다인플레움","서울 강북구 우이동 117-3",19,0,1,227,54,19
"103332","다청림","서울 영등포구 대림동 687-3",44,0,3,191,58,50
"138332","다청림","서울 구로구 오류동 193-16",19,0,1,199,47,18
"105520","다청림(143-1)","서울 구로구 궁동 143-1",38,0,2,0,0,48
"100703","다청림(182-4)","서울 구로구 궁동 182-4",96,0,6,0,0,108
"109763","다청림(도시형)","서울 구로구 오류동 356",82,0,1,197,40,45
"114494","다청림2차(도시형)","서울 구로구 온수동 156",54,0,5,194,54,46
"113337","다청림라인씨티(도시형)","서울 관악구 남현동 602-17",76,0,1,499,59,64
"122620","다청림시티(도시형)","서울 구로구 온수동 157",48,0,1,193,45,32
"3269","답십리대우","서울 동대문구 답십리동 111",319,0,4,301,19,397
"125381","답십리엘림퍼스트","서울 동대문구 답십리동 1015",79,0,1,199,25,79
"3273","답십리청솔우성","서울 동대문구 답십리동 80",1542,432,16,258,19,1377
"113059","답십리파크자이","서울 동대문구 답십리동 1014",802,140,9,245,22,881
"3372","답십리한화","서울 동대문구 답십리동 994",146,0,1,451,57,185
"27193","닷컴오뜨빌","서울 관악구 봉천동 1592-17",10,0,1,286,32,16
"13152","닷컴캐슬","서울 동작구 사당동 449-28",19,0,1,284,59,18
"12973","당곡","서울 양천구 신월동 547-9",52,0,1,397,39,65
"106816","당산계룡리슈빌1단지(도시형)","서울 영등포구 당산동3가 564",146,0,2,249,25,146
"106817","당산계룡리슈빌2단지(도시형)","서울 영등포구 당산동3가 566",146,0,2,249,25,146
"109695","당산계룡리슈빌3단지(도시형)","서울 영등포구 당산동3가 565",149,0,2,234,31,150
"2983","당산금호어울림","서울 영등포구 당산동4가 95",292,0,6,294,23,350
"22245","당산디오빌","서울 영등포구 당산동5가 11-33",212,0,1,399,43,195
"100508","당산반도유보라팰리스","서울 영등포구 당산동4가 96",299,0,6,246,17,616
"677","당산삼성2차","서울 영등포구 당산동4가 94-1",392,0,4,393,25,392
"2981","당산삼성래미안","서울 영등포구 당산동5가 42",1391,0,25,299,18,2504
"107758","당산삼익플라주","서울 영등포구 당산동4가 97",54,0,1,0,0,57
"121987","당산센트럴아이파크","서울 영등포구 당산동5가 4-13",802,87,7,299,18,0
"25337","당산신동아파밀리에","서울 영등포구 당산동1가 457",167,0,4,241,24,171
"686","당산쌍용예가클래식","서울 영등포구 당산동3가 559",284,0,3,242,27,285
"133219","당산아틀리에","서울 영등포구 당산동1가 256-117",16,0,1,219,58,8
"101415","당산어울림2차","서울 영등포구 당산동3가 563",125,0,2,249,28,155
"109612","당산역롯데캐슬프레스티지","서울 영등포구 당산동4가 99",198,0,2,218,16,302
"129166","당산이레","서울 영등포구 당산동6가 237-17",12,0,1,246,58,6
"963","당산코오롱","서울 영등포구 당산동1가 9-1",109,0,1,303,50,320
"8348","당산푸르지오","서울 영등포구 영등포동8가 91",538,0,9,355,20,850
"135412","당산해라톤시티","서울 영등포구 당산동3가 395-13",4,0,1,359,44,0
"691","당산현대3차","서울 영등포구 당산동4가 88",509,0,6,248,0,450
"1210","당산현대5차","서울 영등포구 당산동4가 30-1",976,0,13,373,25,1140
"1209","당산효성1차","서울 영등포구 당산동5가 12",480,0,6,280,20,580
"2984","당산효성타운2차","서울 영등포구 당산동5가 13",258,0,3,269,24,301
"104143","대경","서울 관악구 봉천동 1531-34",19,0,1,240,56,19
"110184","대경벨로체","서울 서초구 서초동 1484-7",11,0,1,199,44,12
"122340","대경아르체","서울 은평구 녹번동 176-3",16,0,1,332,54,10
"124446","대경아르체","서울 서대문구 북가좌동 488",66,0,2,247,41,58
"137805","대경홈타운(도시형)","서울 은평구 대조동 9-45",26,0,1,480,54,3
"120743","대공원하이츠","서울 광진구 능동 246-11",9,0,1,228,51,10
"104273","대광","서울 은평구 신사동 21-8",12,0,1,249,44,0
"106744","대광","서울 금천구 독산동 990-3",11,0,1,289,30,14
"1184","대광","서울 성북구 안암동3가 136-1",357,0,7,289,41,180
"23685","대광그린","서울 광진구 중곡동 120-18",11,0,1,263,52,12
"13028","대광월드","서울 은평구 불광동 391-68",18,0,1,259,59,21
"741","대교","서울 영등포구 여의도동 41",576,0,4,205,17,0
